SCHOOL,DISTRICT,COUNTY,DISTRICT_TYPE,REGION,ATTENDANCE_RATE,LANGUAGE_ARTS_AVERAGE_CLASS_SIZE,MATHEMATICS_AVERAGE_CLASS_SIZE,SCIENCE_AVERAGE_CLASS_SIZE,HISTORY_GOVERNMENT_AND_GEOGRAPHY_AVERAGE_CLASS_SIZE,GRADE_1_AVERAGE_CLASS_SIZE,GRADE_2_AVERAGE_CLASS_SIZE,KINDERGARTEN_AVERAGE_CLASS_SIZE,PERCENT_FREE_LUNCH,PERCENT_REDUCED_LUNCH,NUMBER_OF_TEACHERS,NUMBER_OF_COUNSELORS,NUMBER_OF_SOCIAL_WORKERS,TEACHER_TURNOVER_RATE,PERCENT_OF_STUDENTS_SUSPENDED,N_PUPILS,FEDERAL_FUNDING_PER_PUPIL,LOCAL_FUNDING_PER_PUPIL,PRE_K,K,GRADE_01,GRADE_02,GRADE_03,GRADE_04,GRADE_05,GRADE_06,GRADE_07,GRADE_08,GRADE_09,GRADE_10,GRADE_11,GRADE_12,PERCENT_MALE,PERCENT_FEMALE,PERCENT_ENGLISH_LANGUAGE_LEANERS,PERCENT_AMERICAN_INDIAN,PERCENT_BLACK,PERCENT_ASIAN,PERCENT_HISPANIC,PERCENT_WHITE,PERCENT_MULTIRACIAL,PERCENT_WITH_DISABILITIES,PERCENT_ECONOMICALLY_DISADVANTAGED,PERCENT_MIGRANT,PERCENT_HOMELESS,PERCENT_IN_FOSTER_CARE,PERCENT_PARENT_ARMED_FORCES
6e6be6f0,e188364c,f546182b,Low Need,Long Island,94,12.666666666666666,15.25,14.5,NA,NA,NA,NA,19,2,72,2,0,NA,2,438,1231,48172,0,0,0,0,0,0,0,151,135,146,0,0,0,0,49,51,3,0,1,5,23,70,1,18,22,0,1,0,0
479e50cf,e188364c,f546182b,Low Need,Long Island,93,14,10.333333333333334,13.5,15,NA,NA,NA,25,1,92,4,1,NA,5,617,760,46137,0,0,0,0,0,0,0,0,0,0,169,120,160,160,55,45,4,0,2,5,25,68,1,20,26,0,0,0,0
d404a09c,e188364c,f546182b,Low Need,Long Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e937eef6,e188364c,f546182b,Low Need,Long Island,94,14,14,13,NA,NA,NA,NA,18,3,23,0,0,NA,0,174,670,50511,0,0,0,0,65,52,54,0,0,0,0,0,0,0,52,48,6,0,2,3,21,75,0,28,21,0,0,0,0
116af67e,e188364c,f546182b,Low Need,Long Island,95,20.333333333333332,20.333333333333332,20,NA,NA,NA,NA,16,3,26,1,0,NA,1,240,656,42202,0,0,0,0,82,79,79,0,0,0,0,0,0,0,56,44,6,0,2,8,20,70,0,18,20,0,0,0,0
92ddd9dc,cd0a5eab,f546182b,Low Need,Long Island,95,21,21,NA,NA,19,21,20,16,1,52,1,1,NA,0,443,424,29898,0,79,94,104,78,88,0,0,0,0,0,0,0,0,50,50,14,0,0,47,8,42,2,19,21,0,0,0,0
4ffa0ed1,cd0a5eab,f546182b,Low Need,Long Island,96,23.5,23.5,NA,NA,20,18,18,10,1,46,1,1,NA,0,437,463,28965,0,105,101,70,79,82,0,0,0,0,0,0,0,0,51,49,7,0,0,36,6,55,3,21,14,0,0,0,0
100b6029,cd0a5eab,f546182b,Low Need,Long Island,95,20.25,21,21,NA,NA,NA,NA,11,1,85,5,1,NA,1,786,468,32434,0,0,0,0,0,0,191,185,199,196,0,0,0,0,52,48,1,0,0,29,6,62,2,20,14,0,0,0,0
6586994c,cd0a5eab,f546182b,Low Need,Long Island,96,22,20.333333333333332,20.5,20.5,NA,NA,NA,13,1,156,9,2,NA,2,1707,420,29752,0,0,0,0,0,0,0,0,0,0,432,427,451,388,51,49,1,0,0,31,7,61,1,17,17,0,0,0,0
1cc6abd1,cd0a5eab,f546182b,Low Need,Long Island,96,22.5,22.5,NA,NA,23,22,17,7,0,38,1,1,NA,0,426,406,29366,0,69,91,86,96,84,0,0,0,0,0,0,0,0,49,51,5,0,0,27,6,62,5,16,8,0,0,0,0
2983c90f,cd0a5eab,f546182b,Low Need,Long Island,96,22.5,22.4,24,NA,NA,NA,NA,16,1,92,4,1,NA,2,918,386,29320,0,0,0,0,0,0,247,246,226,199,0,0,0,0,52,48,3,0,0,43,8,46,3,16,20,0,0,0,0
f85b7c19,cd0a5eab,f546182b,Low Need,Long Island,95,15,15,NA,NA,13,15,14,16,1,70,1,1,NA,0,596,586,35399,0,96,121,136,121,116,0,0,0,0,0,0,0,0,58,42,11,0,1,46,9,42,4,27,21,0,0,0,0
83f7d618,5dd78c42,f546182b,Low Need,Long Island,93,15,14,17.5,20,NA,NA,NA,25,3,72,3,1,NA,5,417,926,40436,0,0,0,0,0,0,0,0,0,0,103,107,97,110,55,45,8,0,3,4,28,62,3,14,31,0,0,0,0
9f5b52d2,5dd78c42,f546182b,Low Need,Long Island,94,NA,NA,NA,NA,17,19,15,23,2,31,0,1,NA,1,324,897,40386,31,97,93,101,0,0,0,0,0,0,0,0,0,0,48,52,10,0,2,2,33,60,2,16,30,0,1,1,0
96dbbf94,5dd78c42,f546182b,Low Need,Long Island,95,17.5,17.5,16,NA,NA,NA,NA,19,2,53,1,1,NA,2,417,896,42975,0,0,0,0,108,111,95,101,0,0,0,0,0,0,46,54,9,0,2,3,27,65,4,17,22,0,0,0,0
ecbacf33,5dd78c42,f546182b,Low Need,Long Island,96,21,19.5,21,NA,NA,NA,NA,23,3,51,3,1,NA,5,220,926,40436,0,0,0,0,0,0,0,0,109,110,0,0,0,0,56,44,5,0,1,2,28,65,3,17,29,0,0,0,0
61e26b47,3c25c00c,f546182b,Low Need,Long Island,95,15,15,15,NA,20,22,15,18,1,31,0,0,NA,0,424,1079,37705,0,59,61,88,62,74,74,0,0,0,0,0,0,0,49,51,11,0,3,76,4,15,2,7,23,0,1,0,0
a59ae0eb,3c25c00c,f546182b,Low Need,Long Island,96,15.666666666666666,15.666666666666666,16,NA,17,15,13,16,2,39,0,0,NA,0,457,1146,38523,0,52,69,60,74,104,98,0,0,0,0,0,0,0,58,42,6,0,1,85,3,8,3,11,21,0,0,0,0
26781cda,3c25c00c,f546182b,Low Need,Long Island,95,18,18,20,NA,21,19,18,8,1,23,0,0,NA,0,275,644,46727,0,36,41,38,47,53,60,0,0,0,0,0,0,0,52,48,14,1,4,61,3,29,2,8,13,0,0,0,0
4e92a418,3c25c00c,f546182b,Low Need,Long Island,95,20,16.5,17.75,19,NA,NA,NA,14,1,120,7,1,NA,1,1251,823,38985,0,0,0,0,0,0,0,0,0,0,300,326,305,313,52,48,3,0,2,69,3,24,1,9,19,0,0,0,0
0708a590,3c25c00c,f546182b,Low Need,Long Island,96,22,19.8,20,NA,NA,NA,NA,15,1,90,3,1,NA,2,830,270,36456,0,0,0,0,0,0,0,278,257,291,0,0,0,0,52,48,4,0,2,76,3,17,2,7,19,0,0,0,0
4589b7d1,281cb24c,f546182b,Average Need,Long Island,92,15.333333333333334,15.333333333333334,20,NA,16,18,17,51,0,34,1,0,NA,1,308,3411,25612,52,51,48,53,34,31,39,0,0,0,0,0,0,0,53,47,18,1,7,31,46,10,5,25,57,0,0,0,0
a6e340d9,281cb24c,f546182b,Average Need,Long Island,94,13,13,15,NA,10,9,10,40,1,32,1,1,NA,0,259,2894,34821,38,38,48,46,31,23,27,0,0,0,0,0,0,0,56,44,12,0,1,35,37,23,3,32,49,0,0,0,0
ba4f6cfd,281cb24c,f546182b,Average Need,Long Island,93,14,14,17,NA,15,20,21,42,3,30,1,1,NA,4,290,1530,32137,0,41,29,39,47,67,67,0,0,0,0,0,0,0,56,44,16,1,0,37,37,23,2,31,50,0,1,0,0
d2316472,281cb24c,f546182b,Average Need,Long Island,93,24.333333333333332,24.333333333333332,24,NA,24,21,17,44,3,32,2,1,NA,0,471,4195,24910,20,68,81,82,69,78,73,0,0,0,0,0,0,0,54,46,14,0,2,45,32,17,4,13,53,0,0,0,0
e2c46037,281cb24c,f546182b,Average Need,Long Island,92,19.666666666666668,19.666666666666668,16,NA,21,22,18,54,3,33,1,0,NA,0,363,2171,24888,0,54,64,66,63,67,49,0,0,0,0,0,0,0,50,50,29,1,2,27,57,10,3,7,66,0,1,0,0
0c7c635c,281cb24c,f546182b,Average Need,Long Island,94,23.333333333333332,23.333333333333332,24,NA,22,15,17,33,1,31,1,1,NA,1,325,2307,28310,56,37,43,47,45,45,47,0,0,0,0,0,0,0,55,45,7,0,0,48,25,25,3,12,41,0,0,0,0
e9ca8cf3,281cb24c,f546182b,Average Need,Long Island,93,20,20,20.75,22.5,NA,NA,NA,44,3,156,7,3,NA,6,1867,1760,26966,0,0,0,0,0,0,0,0,0,0,423,451,461,505,53,47,12,0,2,36,40,19,2,13,51,0,0,0,0
5f0b3601,281cb24c,f546182b,Average Need,Long Island,94,21,21,20,NA,NA,NA,NA,47,3,115,6,2,NA,7,1184,1989,28036,0,0,0,0,0,0,0,409,390,371,0,0,0,0,51,49,10,0,2,35,42,18,2,16,54,0,0,0,0
a4434441,281cb24c,f546182b,Average Need,Long Island,93,27.666666666666668,27.666666666666668,27,NA,20,17,15,49,3,34,1,0,NA,0,375,3296,25338,0,60,82,67,54,59,53,0,0,0,0,0,0,0,46,54,29,0,1,38,43,15,3,13,58,0,0,0,0
c8836812,64adbc9e,f546182b,Low Need,Long Island,95,23.666666666666668,21.5,19,NA,NA,NA,NA,11,1,61,3,1,NA,3,654,679,33747,0,0,0,0,0,0,0,209,213,218,0,0,0,0,53,47,1,0,1,8,9,80,1,15,13,0,1,0,0
d425cfd3,64adbc9e,f546182b,Low Need,Long Island,95,18,18,21,NA,18,19,22,8,0,30,0,0,NA,0,440,675,24984,98,65,54,58,58,49,58,0,0,0,0,0,0,0,49,51,1,0,1,1,12,83,3,8,8,0,1,0,0
8739ec05,64adbc9e,f546182b,Low Need,Long Island,94,18,18,17,NA,11,14,15,15,1,44,0,0,NA,0,505,679,31752,0,76,79,83,83,92,86,0,0,0,0,0,0,0,52,48,6,0,2,16,20,57,4,19,21,0,0,0,0
d411138b,64adbc9e,f546182b,Low Need,Long Island,95,16.666666666666668,16.666666666666668,15,NA,13,16,13,7,0,39,0,0,NA,0,495,687,29663,36,75,77,79,79,73,76,0,0,0,0,0,0,0,51,49,2,0,1,1,14,81,2,21,9,0,0,0,0
de59f12b,64adbc9e,f546182b,Low Need,Long Island,92,22,18.666666666666668,21.666666666666668,20,NA,NA,NA,14,2,70,3,1,NA,3,846,681,33156,0,0,0,0,0,0,0,0,0,0,204,199,201,226,51,49,1,0,1,5,10,84,1,15,17,0,1,0,0
69556af0,c5537ce6,f546182b,Low Need,Long Island,95,15.666666666666666,15.666666666666666,15,NA,NA,NA,NA,24,2,55,0,1,NA,1,521,598,33265,0,94,80,84,93,80,90,0,0,0,0,0,0,0,54,46,9,1,1,28,22,45,4,22,31,0,2,0,0
72a19808,c5537ce6,f546182b,Low Need,Long Island,94,22,22,21,NA,NA,NA,NA,20,3,35,0,0,NA,0,385,398,25876,0,48,55,64,66,69,83,0,0,0,0,0,0,0,51,49,8,1,1,31,17,48,2,7,26,0,1,0,0
1591b198,c5537ce6,f546182b,Low Need,Long Island,96,22.666666666666668,22.666666666666668,26,NA,NA,NA,NA,17,2,31,0,0,NA,0,377,402,26113,0,48,53,73,66,60,77,0,0,0,0,0,0,0,49,51,5,0,1,29,14,51,5,6,21,0,1,0,0
25a3b70b,c5537ce6,f546182b,Low Need,Long Island,96,20,20.333333333333332,18.5,19,NA,NA,NA,24,2,92,4,1,NA,5,1013,919,33110,0,0,0,0,0,0,0,0,0,0,265,226,258,247,49,51,2,0,1,25,20,53,2,13,28,0,0,0,0
89611683,c5537ce6,f546182b,Low Need,Long Island,96,21.333333333333332,18.75,21,NA,NA,NA,NA,22,2,76,3,0,NA,4,749,395,30639,0,0,0,0,0,0,0,270,230,246,0,0,0,0,50,50,1,0,1,25,17,53,3,15,26,0,1,0,0
46b71d0d,1abec891,f546182b,Average Need,Long Island,94,16.333333333333332,18.333333333333332,17,NA,16,13,14,17,2,53,0,1,NA,0,524,829,35688,0,86,96,89,75,88,84,0,0,0,0,0,0,0,52,48,0,0,4,6,19,66,5,19,21,0,0,0,0
34b97bb7,1abec891,f546182b,Average Need,Long Island,93,17.333333333333332,19.666666666666668,22,NA,16,17,18,49,5,66,0,1,NA,1,623,948,33097,0,109,96,106,99,105,108,0,0,0,0,0,0,0,52,48,14,1,11,9,47,28,4,22,60,0,4,0,0
62d7496f,1abec891,f546182b,Average Need,Long Island,93,13,16,16,NA,17,18,14,21,4,43,0,1,NA,1,385,967,37741,0,55,50,60,73,68,79,0,0,0,0,0,0,0,51,49,0,1,4,6,22,63,4,26,28,0,3,0,0
9aa595d2,1abec891,f546182b,Average Need,Long Island,94,17.666666666666668,19.333333333333332,19,NA,18,19,17,27,4,69,0,1,NA,1,775,736,32317,0,138,123,132,125,124,133,0,0,0,0,0,0,0,53,47,9,1,6,7,31,53,2,17,37,0,2,0,0
1b598739,1abec891,f546182b,Average Need,Long Island,94,13,17.5,17,NA,NA,NA,NA,30,4,132,0,4,NA,4,1174,789,37354,0,0,0,0,0,0,0,361,400,408,0,0,0,0,51,49,3,1,7,7,28,53,3,21,40,0,3,0,0
b417aeec,1abec891,f546182b,Average Need,Long Island,94,13,13.333333333333334,16.75,14.5,NA,NA,NA,30,5,170,0,2,NA,4,1690,894,34764,0,0,0,0,0,0,0,0,0,0,426,427,423,398,54,46,5,0,7,8,31,53,2,18,43,0,3,0,0
4a048304,f102a9dd,f546182b,Low Need,Long Island,95,16.666666666666668,16.666666666666668,17,NA,NA,NA,NA,4,1,70,0,0,NA,0,669,395,32358,0,122,96,118,105,126,100,0,0,0,0,0,0,0,54,46,0,0,1,1,9,86,3,18,5,0,0,0,0
c977fa0b,f102a9dd,f546182b,Low Need,Long Island,96,19.666666666666668,19.666666666666668,21,NA,NA,NA,NA,5,1,54,0,0,NA,0,518,994,32407,0,80,84,77,86,95,63,0,0,0,0,0,0,0,49,51,0,0,0,1,14,82,3,23,6,0,0,0,0
003db363,f102a9dd,f546182b,Low Need,Long Island,95,21,21,24,NA,NA,NA,NA,10,1,54,0,0,NA,0,524,1432,32385,0,67,107,80,94,80,96,0,0,0,0,0,0,0,47,53,7,0,0,3,14,80,2,10,12,0,1,0,0
60c001cb,f102a9dd,f546182b,Low Need,Long Island,95,19.666666666666668,19.666666666666668,16,NA,NA,NA,NA,8,1,37,0,0,NA,0,356,257,32362,0,43,56,63,64,65,65,0,0,0,0,0,0,0,45,55,0,0,1,2,12,82,3,15,9,0,0,0,0
e5492ca3,f102a9dd,f546182b,Low Need,Long Island,95,21.333333333333332,21.333333333333332,22,NA,NA,NA,NA,6,1,44,0,0,NA,0,489,188,32317,0,79,82,72,81,86,89,0,0,0,0,0,0,0,50,50,0,0,1,1,10,83,5,9,7,0,0,0,0
50de468b,f102a9dd,f546182b,Low Need,Long Island,94,21,20.5,22,NA,NA,NA,NA,8,1,175,10,1,NA,3,1551,275,32528,0,0,0,0,0,0,0,475,520,539,0,0,0,0,50,50,0,0,1,2,10,84,3,17,10,0,0,0,0
0d25d5e8,f102a9dd,f546182b,Low Need,Long Island,93,22,15,18.666666666666668,20,NA,NA,NA,8,1,151,9,2,NA,2,1439,346,32427,0,0,0,0,0,0,0,0,0,0,0,444,462,517,49,51,0,0,1,2,7,89,1,13,10,0,0,0,0
f9fcf516,f102a9dd,f546182b,Low Need,Long Island,95,19.666666666666668,19.666666666666668,20,NA,NA,NA,NA,6,1,53,0,0,NA,0,467,610,32589,0,83,82,81,81,69,59,0,0,0,0,0,0,0,54,46,0,0,1,1,9,84,4,24,7,0,0,0,0
cdc3c777,f102a9dd,f546182b,Low Need,Long Island,94,NA,18.5,19,NA,NA,NA,NA,10,1,65,3,1,NA,3,469,2906,32677,0,0,0,0,0,0,0,0,0,1,460,0,0,0,49,51,1,0,1,2,7,87,2,17,12,0,0,0,0
29cc6af5,b0ca5f33,0e43fafb,NYC,New York City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0dc23f8d,c31889a3,0e43fafb,NYC,New York City,71,8,6,7,6,NA,NA,NA,87,0,49,1,4,NA,0,222,3684,91702,1,1,0,0,0,0,3,2,5,3,66,68,25,38,61,38,4,2,43,5,37,11,1,87,87,0,15,8,0
6bd9f2e6,c31889a3,0e43fafb,NYC,New York City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924e3b47,c31889a3,0e43fafb,NYC,New York City,81,2.5,2.6666666666666665,2.5,NA,NA,NA,NA,86,0,98,0,2,NA,0,456,3143,110667,64,17,61,39,20,17,25,17,10,9,1,3,4,0,78,22,13,1,31,11,44,11,2,100,86,0,10,1,1
8ff60fda,c31889a3,0e43fafb,NYC,New York City,80,2.6666666666666665,2.8333333333333335,3.5,NA,NA,NA,NA,94,0,128,1,1,NA,0,693,3078,132758,48,29,67,54,54,32,42,12,10,5,9,8,5,7,71,29,23,0,28,3,62,5,1,100,94,0,9,2,1
e89adb44,c31889a3,0e43fafb,NYC,New York City,80,3.5,3.6666666666666665,4,NA,NA,NA,NA,95,0,80,1,5,NA,0,353,2887,109235,56,7,36,33,26,20,27,19,19,26,4,3,3,1,77,23,6,2,41,2,52,2,0,100,95,0,15,4,0
9755d205,c31889a3,0e43fafb,NYC,New York City,84,3.2857142857142856,3.8333333333333335,4,NA,NA,NA,NA,93,0,57,0,3,NA,0,283,3670,106164,37,14,15,9,14,7,12,5,8,4,3,1,1,4,76,24,15,2,32,4,52,8,1,100,93,0,16,0,1
d9a83635,c31889a3,0e43fafb,NYC,New York City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aae19823,c31889a3,0e43fafb,NYC,New York City,75,1,NA,NA,NA,NA,NA,NA,92,0,43,1,1,NA,0,177,3478,129704,0,0,0,0,0,0,0,1,1,0,6,2,2,7,69,31,29,1,38,4,46,10,2,99,92,0,13,1,0
3fcd3c9e,c31889a3,0e43fafb,NYC,New York City,79,2.5,4.5,6,9,NA,NA,NA,94,0,37,4,0,NA,0,212,5104,82983,0,0,0,0,0,0,0,3,4,9,9,8,13,19,77,23,17,1,36,4,51,8,1,100,94,0,12,2,0
3489d1ba,c31889a3,0e43fafb,NYC,New York City,82,3,3.1666666666666665,3.5,NA,NA,NA,NA,94,0,106,0,6,NA,0,512,2926,101360,131,36,27,24,28,36,17,16,33,29,3,4,2,2,80,20,10,1,39,3,51,4,1,100,94,0,15,2,0
59d0ce96,c31889a3,0e43fafb,NYC,New York City,82,2.5,2.5,3.5,NA,NA,NA,NA,93,0,146,2,0,NA,0,680,2740,113042,41,50,45,46,40,20,42,17,12,8,3,2,13,2,72,28,24,1,26,6,61,5,1,100,93,0,9,1,0
763b8397,c31889a3,0e43fafb,NYC,New York City,77,2.6666666666666665,NA,5,NA,NA,NA,NA,94,0,62,3,0,NA,0,278,4387,104872,0,0,0,0,0,0,0,0,0,1,2,2,0,4,78,22,27,4,32,6,54,4,1,100,95,0,14,2,0
9e0603a9,c31889a3,0e43fafb,NYC,New York City,84,3.8333333333333335,4.142857142857143,5,8,NA,NA,NA,94,0,126,3,2,NA,0,658,3199,95275,61,7,27,30,39,54,30,31,22,10,61,11,5,12,80,20,14,1,36,3,58,2,0,100,94,0,12,1,0
d3fcbedb,c31889a3,0e43fafb,NYC,New York City,83,3,2.8333333333333335,3,NA,NA,NA,NA,92,1,108,1,2,NA,0,610,3241,98751,112,6,72,99,47,24,31,33,46,44,6,1,4,3,74,26,8,1,34,6,56,3,0,100,93,0,10,3,1
ee4f2c62,c31889a3,0e43fafb,NYC,New York City,85,3,12,10.5,10,NA,NA,NA,90,0,121,1,1,NA,0,623,3364,102360,0,0,0,0,0,0,0,31,21,24,14,39,7,18,78,22,14,1,38,3,53,5,0,100,91,0,3,0,0
ded7f618,c31889a3,0e43fafb,NYC,New York City,79,2.8333333333333335,3.1666666666666665,4,NA,NA,NA,NA,97,0,119,5,1,NA,0,706,3304,100514,132,4,65,33,26,52,83,33,39,43,0,0,0,0,71,29,21,1,34,5,56,2,1,100,97,0,16,4,1
d4798c01,c31889a3,0e43fafb,NYC,New York City,86,2.8333333333333335,3.3333333333333335,3.5,NA,4,4,4,95,0,99,3,2,NA,0,493,3781,103432,33,13,29,27,43,14,18,10,15,10,7,8,3,7,74,26,19,1,34,3,59,3,0,100,96,0,14,2,0
f8cd881d,c31889a3,0e43fafb,NYC,New York City,86,4,4,4.5,NA,NA,NA,NA,94,0,107,1,1,NA,0,522,2779,105760,144,26,48,41,26,45,51,5,4,7,0,0,0,0,79,21,8,2,28,3,61,5,1,100,94,0,12,2,1
e78cba6b,c31889a3,0e43fafb,NYC,New York City,80,7.833333333333333,8.857142857142858,8.333333333333334,9,NA,NA,NA,95,0,89,3,1,NA,0,590,7521,92549,115,13,60,42,75,46,33,29,31,33,4,4,3,1,76,24,12,1,30,5,58,5,0,100,95,0,13,3,1
f1d4c755,c31889a3,0e43fafb,NYC,New York City,87,2.6666666666666665,2.3333333333333335,3,NA,NA,NA,NA,87,1,70,0,0,NA,0,399,3798,122726,74,21,55,48,41,44,33,2,2,0,0,0,0,0,74,26,8,1,32,12,50,6,0,100,88,0,4,0,0
c57e3e9a,c31889a3,0e43fafb,NYC,New York City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0dd4e2db,c31889a3,0e43fafb,NYC,New York City,82,3,3,2.75,2,NA,NA,NA,94,0,89,0,2,NA,0,377,4083,111770,43,0,16,23,30,40,30,15,19,16,4,9,8,6,75,25,7,2,38,1,52,7,0,100,94,0,10,3,0
c3b5219d,c31889a3,0e43fafb,NYC,New York City,58,12,11.5,12,12,NA,NA,NA,98,0,57,3,4,NA,0,359,2744,76945,0,0,0,0,0,0,0,0,0,0,115,36,22,17,69,31,28,1,37,1,60,1,1,99,98,0,24,4,0
4f5fc9a5,c31889a3,0e43fafb,NYC,New York City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97205978,c31889a3,0e43fafb,NYC,New York City,84,3,3.3333333333333335,4,NA,NA,NA,NA,89,0,77,2,0,NA,0,413,2544,108051,59,23,55,40,69,23,27,0,0,0,0,0,0,0,76,24,15,3,56,8,29,4,0,100,90,0,8,2,0
ade5c9fe,c31889a3,0e43fafb,NYC,New York City,81,2.7142857142857144,3,4,2,3,4,3,93,0,85,0,3,NA,0,434,4334,113832,96,7,30,61,19,20,39,17,30,13,4,0,0,0,79,21,7,1,63,7,23,6,0,100,93,0,11,3,0
5591f831,c31889a3,0e43fafb,NYC,New York City,83,2.5,2.6666666666666665,2,NA,NA,NA,NA,94,0,74,0,3,NA,0,406,2574,103846,13,6,19,32,9,11,16,13,8,7,3,6,4,6,73,27,29,2,30,16,40,9,3,100,94,0,6,1,0
617a0829,c31889a3,0e43fafb,NYC,New York City,86,2.6666666666666665,3.2857142857142856,3.6666666666666665,7,NA,NA,NA,91,0,72,0,1,NA,0,381,3850,104294,63,26,25,10,4,19,8,3,1,4,0,1,3,3,78,22,28,1,37,23,23,16,0,100,91,0,7,1,0
090c8073,c31889a3,0e43fafb,NYC,New York City,83,3.8333333333333335,4,3.5,NA,NA,NA,NA,95,0,66,2,1,NA,0,331,5456,115400,44,5,27,18,22,28,25,26,43,28,0,4,5,0,83,17,6,1,60,3,31,3,2,100,95,0,21,5,1
1e92453d,c31889a3,0e43fafb,NYC,New York City,81,3,3.3333333333333335,3.5,NA,NA,NA,NA,95,0,72,2,1,NA,0,384,2520,101978,36,16,34,24,19,12,20,1,0,3,0,0,0,0,66,34,15,1,39,6,39,14,1,100,95,0,15,0,1
93425673,c31889a3,0e43fafb,NYC,New York City,88,2.6666666666666665,2.6666666666666665,3,NA,3,3,3,89,0,68,1,1,NA,0,302,3926,131342,43,2,1,10,9,18,30,21,15,11,0,0,0,0,72,28,22,1,13,28,20,37,1,100,89,0,6,1,1
35e18df6,c31889a3,0e43fafb,NYC,New York City,77,1.6666666666666667,1.6666666666666667,1.6666666666666667,NA,NA,NA,NA,96,0,50,3,1,NA,0,247,3148,112911,32,1,14,9,13,7,7,11,9,13,10,17,13,13,68,32,12,0,46,4,41,8,1,95,96,0,26,2,0
8fd8ef60,c31889a3,0e43fafb,NYC,New York City,82,3.7142857142857144,4,4.5,4,3,2,5,92,0,101,3,3,NA,0,506,2804,115491,34,8,24,14,12,14,15,25,27,44,15,16,25,25,78,22,14,1,43,8,36,10,3,100,92,0,8,1,4
06de967d,c31889a3,0e43fafb,NYC,New York City,88,3.1666666666666665,3.1666666666666665,2.5,NA,NA,NA,NA,89,0,59,1,2,NA,0,260,2905,115690,18,4,8,11,7,14,8,6,2,5,4,6,3,1,76,24,31,0,19,24,26,27,3,100,89,0,4,0,0
0f870ff7,c31889a3,0e43fafb,NYC,New York City,66,1,2.5,3,2.5,NA,NA,NA,93,0,32,2,0,NA,0,227,2427,90755,0,0,0,0,0,0,0,0,0,0,41,31,24,19,72,28,23,4,43,10,32,11,0,100,93,0,6,3,0
5894a682,c31889a3,0e43fafb,NYC,New York City,91,5,5.166666666666667,5.5,NA,5,7,7,35,0,68,1,2,NA,0,453,4377,64144,35,65,57,66,63,68,69,2,0,0,0,0,0,0,64,36,8,0,13,13,23,44,6,53,35,0,6,0,0
e9c4104a,c31889a3,0e43fafb,NYC,New York City,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
b43f6ff3,c31889a3,0e43fafb,NYC,New York City,80,3,3,2.5,NA,NA,NA,NA,92,0,106,1,1,NA,0,536,3383,112071,82,29,54,22,17,31,21,7,12,2,0,0,0,0,73,27,14,13,54,8,19,5,0,100,92,0,13,2,0
0b99b35a,c31889a3,0e43fafb,NYC,New York City,83,1,1,1,NA,NA,NA,NA,93,0,84,0,1,NA,0,450,2848,96386,6,5,4,9,0,0,0,0,0,0,1,1,4,2,66,34,30,2,36,14,25,21,1,100,93,0,5,2,0
77193184,c31889a3,0e43fafb,NYC,New York City,74,2,1.5,2.5,4.5,NA,NA,NA,93,0,93,3,3,NA,0,358,3365,101044,0,0,0,0,0,0,0,0,0,0,28,45,13,30,79,21,13,0,70,1,23,5,1,99,93,0,13,4,0
